,Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width,imgpaths,class
8309,2606,1376.47,1376.47,0.84,28035.14,37011.36,38416.17,0.2752,1,1,654,732,0.65,0.65,0.95,1.54,145.78,0.94,2020-11-16,41.86,45.53,66.58,181.43,2.44,-60.0,-5.0,0.18,0.85,0.0,0.41,59.64,24.46,grimsvotn_16nov_2_fc80_20x_000152.tif,188,160,408,0,36.07,50.68,1,168.21,1.15,20.86,3958,32837.69,5,0.0,546.64,694853.0,0.71,09:41:40,2020-11-16T08:41:40.386,0.08,38416.17,49413.82,39.32,train/grim_16nov_2_fc80_20x_2606.png,1
8312,2609,2493.56,2496.01,0.44,36654.34,73368.96,93668.67,0.2752,1,1,261,182,0.05,0.31,0.66,3.26,221.89,0.84,2020-11-16,56.35,69.74,40.26,181.63,8.13,-10.0,85.0,0.7,0.59,0.0,0.12,145.61,17.9,grimsvotn_16nov_2_fc80_20x_000152.tif,182,322,683,0,43.69,85.41,1,327.03,1.51,38.7,3962,44200.75,5,0.0,9113.97,1502448.0,0.59,09:41:40,2020-11-16T08:41:40.600,0.19,93668.67,177609.0,45.83,train/grim_16nov_2_fc80_20x_2609.png,1
8313,2610,1325.73,1325.73,0.82,25340.76,34753.81,36311.61,0.2752,1,1,675,667,0.63,0.62,0.95,1.61,145.87,0.91,2020-11-16,41.08,45.56,66.86,181.77,2.67,50.0,-10.0,0.21,0.82,0.0,0.37,61.34,22.93,grimsvotn_16nov_2_fc80_20x_000152.tif,182,163,1007,0,34.94,50.58,1,168.56,1.15,20.93,3965,14945.94,5,0.0,6266.16,649035.0,0.69,09:41:40,2020-11-16T08:41:40.736,0.1,36311.61,49506.6,40.09,train/grim_16nov_2_fc80_20x_2610.png,1
8314,2611,901.69,909.43,0.4,12184.36,13955.0,20367.93,0.2752,2,1,983,60,0.07,0.51,0.65,1.95,137.03,0.89,2020-11-16,33.88,42.74,57.61,183.58,3.87,-80.0,-5.0,0.06,0.94,0.0,0.26,61.51,15.88,grimsvotn_16nov_2_fc80_20x_000152.tif,221,105,1172,0,49.01,57.86,1,154.78,1.25,27.38,3999,0.0,10,0.0,4709.57,626890.0,0.73,09:41:42,2020-11-16T08:41:42.558,0.21,20367.93,40892.78,23.27,train/grim_16nov_2_fc80_20x_2611.png,1
8319,2616,4667.4,4793.09,0.5,95845.06,205063.14,239870.4,0.2752,2,1,817,200,0.07,0.31,0.72,3.26,308.64,0.85,2020-11-16,77.09,97.34,43.13,184.32,8.13,65.0,-25.0,0.54,0.65,0.0,0.12,200.48,24.67,grimsvotn_16nov_2_fc80_20x_000152.tif,447,290,640,391,63.09,129.86,1,450.31,1.92,38.18,4015,149440.34,9,0.0,8353.16,4014335.0,0.44,09:41:43,2020-11-16T08:41:43.280,0.21,239870.4,482852.4,65.0,train/grim_16nov_2_fc80_20x_2616.png,1
8320,2617,2030.98,2077.35,0.55,21816.95,64456.87,68853.04,0.2752,2,1,939,211,0.22,0.2,0.74,4.93,202.77,0.74,2020-11-16,50.85,63.66,45.35,184.36,13.4,60.0,-20.0,1.32,0.43,0.0,0.07,170.86,12.75,grimsvotn_16nov_2_fc80_20x_000152.tif,278,206,932,391,73.97,73.79,1,367.23,2.15,43.13,4016,0.0,19,0.0,2948.16,2081571.0,0.65,09:41:43,2020-11-16T08:41:43.325,0.2,68853.04,135074.9,48.41,train/grim_16nov_2_fc80_20x_2617.png,1
8321,2618,1438.21,1496.59,0.62,22000.39,40291.42,41029.41,0.2752,2,1,839,814,0.24,0.43,0.81,2.31,172.83,0.9,2020-11-16,42.79,54.14,45.91,184.36,5.05,25.0,90.0,0.29,0.77,0.0,0.2,89.43,17.7,grimsvotn_16nov_2_fc80_20x_000153.tif,146,243,0,0,49.94,69.23,1,214.25,1.58,32.0,4016,0.0,6,0.0,7272.4,1004081.0,0.47,09:41:43,2020-11-16T08:41:43.325,0.21,41029.41,83069.63,37.56,train/grim_16nov_2_fc80_20x_2618.png,1
8326,2623,579.55,650.63,0.63,9456.62,10770.85,10495.5,0.2752,2,1,1158,246,0.45,0.65,0.85,1.55,106.17,0.94,2020-11-16,27.16,32.93,45.03,185.86,2.45,-40.0,60.0,0.02,0.98,0.0,0.41,41.61,17.01,grimsvotn_16nov_2_fc80_20x_000153.tif,127,122,1067,0,63.83,40.62,1,117.24,1.63,29.2,4049,0.0,7,0.0,3617.81,534013.0,0.64,09:41:44,2020-11-16T08:41:44.827,0.18,10495.5,18694.62,26.93,train/grim_16nov_2_fc80_20x_2623.png,1
8327,2624,526.3,526.3,0.51,4707.39,9959.39,9082.62,0.2752,2,1,1190,52,0.0,0.42,0.61,2.41,125.78,0.84,2020-11-16,25.89,39.17,51.19,186.05,5.37,-85.0,0.0,0.08,0.93,0.0,0.19,55.71,10.37,grimsvotn_16nov_2_fc80_20x_000153.tif,202,90,0,253,29.53,51.66,1,132.17,1.05,20.7,4053,0.0,1,0.0,23.82,225332.0,0.3,09:41:45,2020-11-16T08:41:45.012,0.34,9082.62,31462.1,22.15,train/grim_16nov_2_fc80_20x_2624.png,1
8328,2625,3233.14,3258.4,0.7,63343.82,123233.0,138292.98,0.2752,2,1,1064,430,0.31,0.39,0.9,2.59,229.03,0.93,2020-11-16,64.16,72.01,46.78,186.05,5.96,-70.0,0.0,0.66,0.6,0.0,0.17,142.06,23.83,grimsvotn_16nov_2_fc80_20x_000153.tif,311,216,92,253,54.52,85.73,1,331.78,1.67,40.17,4053,0.0,8,0.0,4389.95,2418333.0,0.61,09:41:45,2020-11-16T08:41:45.012,0.11,138293.0,195522.9,56.83,train/grim_16nov_2_fc80_20x_2625.png,1
8330,2627,1144.48,1144.48,0.66,19715.48,28588.18,29125.61,0.2752,2,1,572,786,0.34,0.6,0.81,1.66,145.62,0.93,2020-11-16,38.17,45.48,28.17,186.14,2.88,55.0,-30.0,0.09,0.92,0.0,0.35,59.29,20.58,grimsvotn_16nov_2_fc80_20x_000153.tif,174,163,536,253,38.42,54.41,1,159.73,1.1,27.2,4055,0.0,1,0.0,202.05,618882.0,0.58,09:41:45,2020-11-16T08:41:45.098,0.16,29125.61,49251.42,35.34,train/grim_16nov_2_fc80_20x_2627.png,1
8334,2631,1444.83,1637.49,0.98,32276.66,52818.81,41313.22,0.2752,2,1,712,477,0.54,0.58,0.95,1.71,159.43,0.93,2020-11-16,42.89,49.87,53.52,186.5,3.05,-65.0,80.0,0.35,0.74,0.0,0.33,72.62,23.79,grimsvotn_16nov_2_fc80_20x_000153.tif,197,186,0,566,81.88,53.6,1,192.81,2.09,34.29,4063,8864.26,5,0.0,12468.46,1653568.0,0.55,09:41:45,2020-11-16T08:41:45.462,0.14,41313.22,64945.94,46.74,train/grim_16nov_2_fc80_20x_2631.png,1
8335,2632,975.75,976.63,0.68,16220.22,19766.36,22928.37,0.2752,2,1,483,383,0.52,0.62,0.9,1.61,126.74,0.9,2020-11-16,35.25,39.47,57.9,186.55,2.69,-75.0,10.0,0.14,0.88,0.0,0.37,53.02,19.74,grimsvotn_16nov_2_fc80_20x_000153.tif,178,138,188,566,46.98,46.63,1,145.52,1.17,21.98,4064,12886.04,6,0.0,1856.83,648617.0,0.76,09:41:45,2020-11-16T08:41:45.508,0.11,22928.37,32203.69,31.86,train/grim_16nov_2_fc80_20x_2632.png,1
8336,2633,1053.5,1054.16,0.78,23736.6,23511.08,25722.77,0.2752,2,1,501,62,0.64,0.75,0.94,1.34,126.55,0.95,2020-11-16,36.62,39.41,49.17,186.59,1.57,-75.0,-20.0,0.0,1.07,0.0,0.64,42.0,26.83,grimsvotn_16nov_2_fc80_20x_000153.tif,173,143,328,566,49.9,45.02,1,137.65,1.11,19.59,4065,15500.2,7,0.0,1654.35,741851.0,0.76,09:41:45,2020-11-16T08:41:45.553,0.07,25722.77,32057.01,34.18,train/grim_16nov_2_fc80_20x_2633.png,1
8337,2634,4240.39,4295.13,0.65,116219.6,212107.59,207717.15,0.2752,2,1,874,515,0.24,0.5,0.79,1.99,285.41,0.8,2020-11-16,73.48,89.95,49.13,186.72,4.0,25.0,-40.0,0.31,0.76,0.0,0.25,133.23,33.33,grimsvotn_16nov_2_fc80_20x_000153.tif,369,347,473,566,48.22,101.65,1,333.12,1.49,22.0,4068,173198.04,8,0.0,2935.64,2791617.0,0.58,09:41:45,2020-11-16T08:41:45.689,0.18,207717.2,381025.2,63.99,train/grim_16nov_2_fc80_20x_2634.png,1
8339,2636,765.91,765.91,0.83,12340.48,16428.65,15945.16,0.2752,2,1,741,429,0.54,0.66,0.9,1.51,114.23,0.91,2020-11-16,31.23,35.49,74.93,187.0,2.3,-30.0,90.0,0.09,0.91,0.0,0.44,43.62,18.98,grimsvotn_16nov_2_fc80_20x_000153.tif,128,154,881,566,49.96,39.9,1,125.2,1.09,21.29,4074,7577.7,5,0.0,2268.22,546128.0,0.66,09:41:45,2020-11-16T08:41:45.964,0.12,15945.16,23413.26,31.24,train/grim_16nov_2_fc80_20x_2636.png,1
8340,2637,1211.55,1250.33,0.85,16783.91,38138.43,31723.31,0.2752,2,1,173,491,0.36,0.43,0.86,2.34,153.79,0.85,2020-11-16,39.28,48.08,53.42,187.0,5.14,10.0,-50.0,0.42,0.7,0.0,0.19,82.67,16.08,grimsvotn_16nov_2_fc80_20x_000153.tif,177,223,1037,566,47.21,58.12,1,197.49,1.76,30.56,4074,0.0,13,0.0,15118.01,803619.0,0.56,09:41:45,2020-11-16T08:41:45.964,0.18,31723.31,58183.34,41.09,train/grim_16nov_2_fc80_20x_2637.png,1
8341,2638,1864.71,1864.71,0.55,44056.11,46456.49,60573.45,0.2752,2,1,619,96,0.32,0.65,0.82,1.53,175.75,0.92,2020-11-16,48.73,55.06,67.69,187.09,2.4,80.0,-25.0,0.01,0.99,0.0,0.42,68.53,28.61,grimsvotn_16nov_2_fc80_20x_000154.tif,255,179,380,0,43.16,67.65,1,194.29,1.1,20.68,4076,23173.14,4,0.0,11351.95,1117372.0,0.74,09:41:46,2020-11-16T08:41:46.052,0.12,60573.45,87416.02,39.8,train/grim_16nov_2_fc80_20x_2638.png,1
8342,2639,1183.0,1183.66,0.6,20914.87,28285.17,30608.41,0.2752,2,1,320,507,0.28,0.61,0.79,1.65,144.15,0.9,2020-11-16,38.81,45.01,75.6,187.31,2.82,-70.0,35.0,0.12,0.9,0.0,0.35,59.65,21.13,grimsvotn_16nov_2_fc80_20x_000154.tif,198,163,561,0,27.42,53.47,1,161.56,1.14,21.26,4081,3139.31,5,0.0,13847.97,456135.0,0.47,09:41:46,2020-11-16T08:41:46.281,0.14,30608.41,47747.89,33.89,train/grim_16nov_2_fc80_20x_2639.png,1
8344,2641,1662.05,1735.74,0.39,30823.91,35489.16,50971.57,0.2752,2,1,1076,281,0.0,0.51,0.65,1.98,185.31,0.92,2020-11-16,46.0,58.11,42.9,187.45,3.97,-85.0,5.0,0.13,0.88,0.0,0.25,85.18,21.46,grimsvotn_16nov_2_fc80_20x_000154.tif,286,131,1001,0,55.13,75.1,1,213.29,1.57,29.14,4084,44435.15,2,0.0,325.6,1275824.0,0.69,09:41:46,2020-11-16T08:41:46.421,0.21,50971.57,102719.0,30.85,train/grim_16nov_2_fc80_20x_2641.png,1
8345,2642,434.78,436.86,0.38,1762.73,5813.51,6819.68,0.2752,2,1,460,886,0.0,0.13,0.53,7.81,112.58,0.71,2020-11-16,23.53,34.97,34.85,187.5,22.5,-10.0,90.0,1.27,0.44,0.0,0.04,104.35,4.64,grimsvotn_16nov_2_fc80_20x_000154.tif,74,179,0,288,64.13,46.0,1,217.98,1.97,45.78,4085,0.0,3,0.0,105.68,407912.0,0.52,09:41:46,2020-11-16T08:41:46.461,0.33,6819.681,22390.03,17.75,train/grim_16nov_2_fc80_20x_2642.png,1
8346,2643,1818.56,1822.4,0.79,46517.65,55533.62,58338.52,0.2752,2,1,36,554,0.49,0.7,0.93,1.43,165.3,0.93,2020-11-16,48.12,51.74,55.35,187.9,2.01,-30.0,55.0,0.09,0.92,0.0,0.5,62.07,30.89,grimsvotn_16nov_2_fc80_20x_000154.tif,199,206,181,288,26.18,56.99,1,185.92,1.17,22.29,4094,15761.94,6,0.0,14955.89,661402.0,0.46,09:41:46,2020-11-16T08:41:46.872,0.07,58338.52,72515.86,45.64,train/grim_16nov_2_fc80_20x_2643.png,1
8347,2644,1019.59,1071.89,0.55,13052.36,24384.11,24490.9,0.2752,2,1,78,331,0.18,0.41,0.72,2.43,148.3,0.82,2020-11-16,36.03,46.33,52.07,188.09,5.43,40.0,-35.0,0.39,0.72,0.0,0.18,78.88,14.51,grimsvotn_16nov_2_fc80_20x_000154.tif,185,179,598,288,47.33,56.58,1,186.8,1.85,32.05,4098,0.0,12,0.0,7476.59,681734.0,0.51,09:41:47,2020-11-16T08:41:47.057,0.22,24490.9,52071.57,34.88,train/grim_16nov_2_fc80_20x_2644.png,1
8348,2645,2312.59,2419.02,0.5,44147.36,67387.29,83659.08,0.2752,2,1,475,653,0.14,0.43,0.76,2.33,209.31,0.87,2020-11-16,54.26,65.74,40.75,188.09,5.11,5.0,90.0,0.37,0.73,0.0,0.2,113.71,22.23,grimsvotn_16nov_2_fc80_20x_000154.tif,178,315,810,288,54.25,82.95,1,271.89,2.1,36.8,4098,0.0,19,0.0,17805.36,1732905.0,0.62,09:41:47,2020-11-16T08:41:47.057,0.17,83659.08,148741.9,45.0,train/grim_16nov_2_fc80_20x_2645.png,1
8351,2648,2148.36,2581.25,0.31,34355.06,62933.82,74907.13,0.2752,2,1,381,462,0.0,0.26,0.51,3.92,245.84,0.86,2020-11-16,52.3,77.36,36.26,188.23,10.22,-25.0,65.0,0.57,0.64,0.0,0.1,165.91,16.24,grimsvotn_16nov_2_fc80_20x_000154.tif,235,360,192,489,58.57,105.59,1,364.3,2.07,38.75,4101,0.0,16,0.0,10945.36,1740993.0,0.54,09:41:47,2020-11-16T08:41:47.189,0.32,74907.13,242389.2,35.92,train/grim_16nov_2_fc80_20x_2648.png,1
8352,2649,2093.32,2170.4,0.66,22115.11,103856.71,72047.26,0.2752,2,1,210,613,0.0,0.19,0.65,5.38,211.96,0.74,2020-11-16,51.63,66.58,36.2,188.28,14.83,85.0,-5.0,1.2,0.45,0.0,0.07,183.62,12.38,grimsvotn_16nov_2_fc80_20x_000154.tif,317,203,612,489,64.63,83.53,1,392.02,2.48,29.56,4102,0.0,33,0.0,11535.15,1873045.0,0.61,09:41:47,2020-11-16T08:41:47.234,0.22,72047.26,154537.5,51.67,train/grim_16nov_2_fc80_20x_2649.png,1
8353,2650,3497.75,3537.23,0.53,46679.95,168403.05,155613.23,0.2752,2,1,171,517,0.0,0.2,0.64,5.11,269.85,0.76,2020-11-16,66.73,85.0,41.43,188.36,13.98,90.0,20.0,1.06,0.49,0.0,0.07,226.49,16.2,grimsvotn_16nov_2_fc80_20x_000154.tif,414,244,1022,489,44.43,109.94,1,485.38,2.11,30.37,4104,0.0,19,0.0,8163.7,2129047.0,0.52,09:41:47,2020-11-16T08:41:47.325,0.21,155613.2,321505.8,59.34,train/grim_16nov_2_fc80_20x_2650.png,1
8354,2651,3615.54,3724.82,0.45,48216.79,181867.91,163540.11,0.2752,2,1,141,506,0.0,0.18,0.55,5.51,286.39,0.74,2020-11-16,67.85,90.26,40.96,188.45,15.26,-70.0,25.0,1.15,0.47,0.0,0.07,242.7,15.9,grimsvotn_16nov_2_fc80_20x_000155.tif,406,295,246,0,49.71,113.07,1,517.2,2.37,32.43,4106,0.0,31,0.0,48027.44,2460693.0,0.48,09:41:47,2020-11-16T08:41:47.416,0.25,163540.1,384995.7,55.51,train/grim_16nov_2_fc80_20x_2651.png,1
8358,2655,3094.22,3155.35,0.63,47804.89,120109.63,129476.64,0.2752,2,1,344,642,0.33,0.27,0.83,3.7,242.0,0.84,2020-11-16,62.77,76.14,33.39,188.73,9.52,55.0,-25.0,0.93,0.52,0.0,0.11,176.74,18.56,grimsvotn_16nov_2_fc80_20x_000155.tif,318,261,793,0,61.2,91.45,1,390.59,2.05,37.13,4112,0.0,23,0.0,5457.33,2600037.0,0.59,09:41:47,2020-11-16T08:41:47.693,0.18,129476.6,231108.0,56.12,train/grim_16nov_2_fc80_20x_2655.png,1
8359,2656,1114.63,1129.15,0.6,16274.81,24852.18,27993.63,0.2752,2,1,72,443,0.32,0.5,0.81,2.01,142.61,0.88,2020-11-16,37.67,44.52,47.14,189.04,4.07,85.0,20.0,0.37,0.73,0.0,0.25,69.97,17.21,grimsvotn_16nov_2_fc80_20x_000155.tif,200,150,1056,0,42.86,51.12,1,174.36,1.44,39.72,4119,0.0,9,0.0,5362.23,672890.0,0.69,09:41:48,2020-11-16T08:41:48.008,0.15,27993.63,46201.99,34.3,train/grim_16nov_2_fc80_20x_2656.png,1
8361,2658,1275.16,1284.57,0.65,19689.56,28451.69,34254.02,0.2752,2,1,93,714,0.53,0.5,0.89,2.0,143.16,0.96,2020-11-16,40.29,44.7,52.56,189.35,4.04,35.0,-55.0,0.42,0.7,0.0,0.25,74.26,18.37,grimsvotn_16nov_2_fc80_20x_000155.tif,162,198,130,416,54.3,52.29,1,185.27,1.48,25.18,4126,23065.28,4,0.0,2404.14,971380.0,0.7,09:41:48,2020-11-16T08:41:48.328,0.1,34254.02,46755.39,33.46,train/grim_16nov_2_fc80_20x_2658.png,1
8362,2659,1646.78,1723.79,0.65,35158.97,45953.44,50270.95,0.2752,2,1,1050,721,0.45,0.59,0.87,1.69,167.5,0.95,2020-11-16,45.79,52.44,38.72,189.35,2.99,60.0,-15.0,0.13,0.88,0.0,0.33,73.68,24.65,grimsvotn_16nov_2_fc80_20x_000155.tif,227,164,330,416,47.46,65.13,1,196.66,1.72,30.78,4126,0.0,4,0.0,37094.26,1088480.0,0.66,09:41:48,2020-11-16T08:41:48.328,0.13,50270.95,75500.15,39.66,train/grim_16nov_2_fc80_20x_2659.png,1
8363,2660,1303.31,1312.2,0.63,16233.96,29043.38,35394.37,0.2752,2,1,82,781,0.45,0.37,0.89,2.7,144.74,0.94,2020-11-16,40.74,45.2,46.07,189.4,6.33,20.0,-65.0,0.73,0.58,0.0,0.16,93.87,14.84,grimsvotn_16nov_2_fc80_20x_000155.tif,164,198,496,416,55.24,54.2,1,217.41,1.67,27.24,4127,22824.3,4,0.0,2560.88,1009261.0,0.7,09:41:48,2020-11-16T08:41:48.370,0.1,35394.37,48344.93,33.28,train/grim_16nov_2_fc80_20x_2660.png,1
8364,2661,1397.22,1405.16,0.82,18362.78,40071.5,39287.93,0.2752,2,1,1044,785,0.22,0.38,0.91,2.61,149.05,0.93,2020-11-16,42.18,46.57,34.76,189.4,6.04,50.0,-10.0,0.79,0.56,0.0,0.17,94.78,15.71,grimsvotn_16nov_2_fc80_20x_000155.tif,175,162,696,416,42.73,52.8,1,220.98,1.56,27.14,4127,0.0,6,0.0,13156.06,835294.0,0.48,09:41:48,2020-11-16T08:41:48.370,0.09,39287.93,52879.1,39.72,train/grim_16nov_2_fc80_20x_2661.png,1
8366,2663,2027.06,2100.42,0.73,40871.85,67391.38,68653.87,0.2752,2,1,245,305,0.52,0.51,0.9,1.97,188.86,0.87,2020-11-16,50.8,59.23,63.62,189.59,3.94,50.0,-75.0,0.33,0.75,0.0,0.25,93.19,23.63,grimsvotn_16nov_2_fc80_20x_000155.tif,216,230,0,645,32.88,69.9,1,233.65,1.85,28.2,4131,0.0,6,0.0,112668.37,923362.0,0.77,09:41:48,2020-11-16T08:41:48.554,0.14,68653.87,108818.9,47.91,train/grim_16nov_2_fc80_20x_2663.png,1
8368,2665,602.16,602.16,0.57,8897.55,9076.4,11115.59,0.2752,2,1,791,152,0.35,0.67,0.81,1.48,102.89,0.92,2020-11-16,27.69,31.89,42.19,189.68,2.21,-70.0,-5.0,0.0,1.02,0.0,0.45,38.13,17.24,grimsvotn_16nov_2_fc80_20x_000155.tif,150,99,363,645,55.7,39.08,1,110.73,1.07,24.08,4133,2644.85,6,0.0,2047.2,483356.0,0.71,09:41:48,2020-11-16T08:41:48.643,0.13,11115.59,16973.33,23.02,train/grim_16nov_2_fc80_20x_2665.png,1
8369,2666,2455.33,2460.0,0.84,47474.95,86290.88,91522.51,0.2752,2,1,222,210,0.48,0.46,0.96,2.18,190.5,0.94,2020-11-16,55.91,59.75,50.8,189.68,4.65,-85.0,-15.0,0.66,0.6,0.0,0.22,109.27,23.52,grimsvotn_16nov_2_fc80_20x_000155.tif,253,214,464,645,30.99,65.64,1,265.59,1.44,23.86,4133,49502.9,6,0.0,9010.31,1049825.0,0.64,09:41:48,2020-11-16T08:41:48.643,0.06,91522.51,111713.9,53.58,train/grim_16nov_2_fc80_20x_2666.png,1
8371,2668,2770.73,2770.73,0.4,49443.71,75945.44,109712.22,0.2752,2,1,754,524,0.0,0.38,0.64,2.62,235.54,0.87,2020-11-16,59.4,74.08,44.23,189.82,6.07,-75.0,15.0,0.42,0.7,0.0,0.16,132.44,21.8,grimsvotn_16nov_2_fc80_20x_000156.tif,345,217,0,0,47.87,93.16,1,308.48,1.31,25.23,4136,0.0,13,0.0,10163.52,1825045.0,0.65,09:41:48,2020-11-16T08:41:48.781,0.2,109712.2,212887.8,41.39,train/grim_16nov_2_fc80_20x_2668.png,1
8372,2669,669.37,669.37,0.78,7949.27,12530.94,13027.43,0.2752,2,1,745,189,0.37,0.52,0.91,1.92,106.54,0.91,2020-11-16,29.19,33.05,45.05,189.87,3.76,-80.0,35.0,0.34,0.75,0.0,0.27,52.27,13.92,grimsvotn_16nov_2_fc80_20x_000156.tif,154,133,219,0,66.02,38.99,1,132.37,1.24,30.3,4137,6478.81,3,0.0,1738.88,634058.0,0.53,09:41:48,2020-11-16T08:41:48.826,0.12,13027.43,18898.98,26.2,train/grim_16nov_2_fc80_20x_2669.png,1
8373,2670,3907.73,4012.38,0.63,99463.56,159497.66,183759.58,0.2752,2,1,966,535,0.32,0.47,0.87,2.13,252.6,0.95,2020-11-16,70.54,79.51,27.09,189.87,4.46,30.0,-50.0,0.41,0.71,0.0,0.22,136.17,30.5,grimsvotn_16nov_2_fc80_20x_000156.tif,291,314,354,0,72.82,96.8,1,333.33,1.84,39.11,4137,0.0,9,0.0,46732.15,3890158.0,0.48,09:41:48,2020-11-16T08:41:48.826,0.11,183759.6,263168.1,59.44,train/grim_16nov_2_fc80_20x_2670.png,1
8374,2671,1991.43,1991.43,0.98,68780.8,67037.71,66851.65,0.2752,2,1,195,712,0.85,0.83,0.99,1.2,166.17,0.99,2020-11-16,50.35,52.02,66.37,189.87,1.0,20.0,60.0,0.0,1.25,0.0,1.0,44.41,44.41,grimsvotn_16nov_2_fc80_20x_000156.tif,201,203,670,0,25.38,55.37,1,177.63,1.07,18.12,4137,64223.76,1,0.0,267.63,700458.0,0.85,09:41:48,2020-11-16T08:41:48.826,0.03,66851.65,73690.33,49.2,train/grim_16nov_2_fc80_20x_2671.png,1
8375,2672,2120.02,2120.02,0.39,24112.79,81658.55,73430.17,0.2752,2,1,310,64,0.0,0.23,0.46,4.37,238.91,0.66,2020-11-16,51.95,75.16,62.11,189.95,11.64,-75.0,35.0,0.72,0.58,0.0,0.09,160.86,13.82,grimsvotn_16nov_2_fc80_20x_000156.tif,346,253,875,0,34.99,93.71,1,349.35,1.46,25.54,4139,8118.43,12,0.0,2097.61,1026827.0,0.24,09:41:48,2020-11-16T08:41:48.918,0.31,73430.17,222271.3,49.67,train/grim_16nov_2_fc80_20x_2672.png,1
8376,2673,1757.14,1757.14,0.49,23731.6,68220.78,55408.26,0.2752,2,1,292,450,0.0,0.35,0.55,2.89,205.84,0.66,2020-11-16,47.3,64.64,66.41,189.99,6.94,-80.0,45.0,0.54,0.65,0.0,0.14,113.31,16.33,grimsvotn_16nov_2_fc80_20x_000156.tif,277,254,0,348,31.96,73.57,1,259.28,1.26,23.32,4140,0.0,8,0.0,14705.12,780922.0,0.05,09:41:48,2020-11-16T08:41:48.962,0.27,55408.26,141392.1,49.05,train/grim_16nov_2_fc80_20x_2673.png,1
8378,2675,687.02,690.95,0.68,8792.53,13490.75,13546.35,0.2752,2,1,137,107,0.35,0.55,0.82,1.8,113.31,0.92,2020-11-16,29.58,35.2,48.67,190.13,3.36,-40.0,45.0,0.15,0.87,0.0,0.3,50.23,14.93,grimsvotn_16nov_2_fc80_20x_000156.tif,137,140,347,348,52.01,43.79,1,130.31,1.25,27.63,4143,5857.37,3,0.0,2434.83,512165.0,0.51,09:41:49,2020-11-16T08:41:49.099,0.16,13546.35,22835.08,27.45,train/grim_16nov_2_fc80_20x_2675.png,1
8381,2678,1301.03,1301.03,0.56,20399.05,31006.03,35301.6,0.2752,2,1,356,511,0.2,0.51,0.76,1.96,158.43,0.83,2020-11-16,40.7,49.55,71.29,191.13,3.91,-70.0,0.0,0.24,0.81,0.0,0.26,73.47,18.8,grimsvotn_16nov_2_fc80_20x_000156.tif,219,146,871,348,39.41,59.46,1,184.55,1.16,22.1,4165,32382.44,5,0.0,198.2,718750.0,0.36,09:41:50,2020-11-16T08:41:50.099,0.18,35301.6,63707.25,36.19,train/grim_16nov_2_fc80_20x_2678.png,1
8382,2679,968.0,968.0,0.49,8913.53,19975.33,22655.57,0.2752,2,1,551,631,0.0,0.29,0.67,3.43,140.37,0.84,2020-11-16,35.11,43.81,51.68,191.18,8.67,-80.0,5.0,0.62,0.62,0.0,0.12,94.84,10.94,grimsvotn_16nov_2_fc80_20x_000156.tif,224,120,1068,348,55.52,58.53,1,211.57,1.5,35.86,4166,14996.86,5,0.0,856.32,760574.0,0.29,09:41:50,2020-11-16T08:41:50.143,0.2,22655.57,44020.41,28.57,train/grim_16nov_2_fc80_20x_2679.png,1
8383,2680,1261.5,1273.91,0.54,13647.72,27239.88,33704.86,0.2752,2,1,712,686,0.09,0.3,0.79,3.29,153.7,0.86,2020-11-16,40.08,48.05,39.43,191.18,8.21,-85.0,-5.0,0.71,0.59,0.0,0.12,105.42,12.84,grimsvotn_16nov_2_fc80_20x_000156.tif,238,141,0,665,59.3,61.77,1,236.52,1.75,42.49,4166,0.0,4,0.0,486.88,1049656.0,0.42,09:41:50,2020-11-16T08:41:50.143,0.17,33704.86,58084.52,34.71,train/grim_16nov_2_fc80_20x_2680.png,1
8385,2682,3243.91,3382.74,0.8,70907.12,147094.5,138984.81,0.2752,2,1,74,723,0.5,0.42,0.91,2.39,245.29,0.86,2020-11-16,64.27,77.18,35.79,191.54,5.31,30.0,90.0,0.47,0.68,0.0,0.19,136.59,25.71,grimsvotn_16nov_2_fc80_20x_000156.tif,237,303,335,665,58.92,92.92,1,324.59,2.05,53.7,4174,0.0,12,0.0,5946.92,2621806.0,0.77,09:41:50,2020-11-16T08:41:50.511,0.17,138984.8,240747.3,62.61,train/grim_16nov_2_fc80_20x_2682.png,1
